地点,日期,小时,温度(℃),风向,风力(级),降水量(mm),相对湿度(%),空气质量指数
怀柔,20260921,00:00,17.8,西风,1,0,97,
怀柔,20260921,01:00,17.5,西风,1,0,99,
怀柔,20260921,02:00,17.3,西风,1,0,99,
怀柔,20260921,03:00,16.6,西风,1,0,99,
怀柔,20260921,04:00,16.3,西风,1,0,99,
怀柔,20260921,05:00,15.8,,0,0,99,
怀柔,20260921,06:00,15.3,,0,0,100,
怀柔,20260921,07:00,15.6,北风,1,0,100,
怀柔,20260921,08:00,18.9,东风,1,0,89,
怀柔,20260921,09:00,21.7,东南风,1,0,66,
怀柔,20260921,10:00,24,东南风,1,0,57,
怀柔,20260921,11:00,26.9,东风,2,0,47,
怀柔,20260921,12:00,28.5,南风,1,0,42,
怀柔,20260921,13:00,28.3,东北风,1,0,45,
怀柔,20260921,14:00,28.8,东南风,2,0,43,
怀柔,20260921,15:00,28.3,南风,1,0,45,
怀柔,20260921,16:00,25.2,西风,2,0.1,71,
怀柔,20260921,17:00,23.2,西风,1,0.4,91,
怀柔,20260921,18:00,22.1,西风,2,0,89,
怀柔,20260921,19:00,21,西北风,1,0,90,
怀柔,20260921,20:00,20,西北风,1,0,93,
怀柔,20260921,21:00,19.4,西北风,1,0,94,
怀柔,20260921,22:00,18.8,西北风,1,0,96,
怀柔,20260921,23:00,18.3,西北风,1,0,97,
