地点,日期,小时,温度(℃),风向,风力(级),降水量(mm),相对湿度(%),空气质量指数
怀柔,20260601,00:00,22.3,西北风,2,0,47,
怀柔,20260601,01:00,20.9,南风,1,0,47,
怀柔,20260601,02:00,19.1,西北风,1,0,54,
怀柔,20260601,03:00,17.8,西北风,2,0,64,
怀柔,20260601,04:00,16.9,西北风,1,0,67,
怀柔,20260601,05:00,15.6,,0,0,67,
怀柔,20260601,06:00,16.8,,0,0,71,
怀柔,20260601,07:00,20.2,南风,1,0,57,
怀柔,20260601,08:00,22.9,西风,1,0,47,
怀柔,20260601,09:00,26.7,东风,1,0,39,
怀柔,20260601,10:00,29.6,东风,1,0,32,
怀柔,20260601,11:00,30.6,西南风,1,0,28,
怀柔,20260601,12:00,29.5,西北风,2,0,42,
怀柔,20260601,13:00,29.6,西南风,2,0,42,
怀柔,20260601,14:00,31.1,南风,2,0,39,
怀柔,20260601,15:00,31.2,西南风,2,0,39,
怀柔,20260601,16:00,31.3,西南风,2,0,38,
怀柔,20260601,17:00,32,西南风,1,0,41,
怀柔,20260601,18:00,31.5,西南风,1,0,44,
怀柔,20260601,19:00,29.3,西北风,1,0,54,
怀柔,20260601,20:00,26.6,西风,1,0,61,
怀柔,20260601,21:00,24.6,西风,1,0,69,
怀柔,20260601,22:00,24,西北风,1,0,62,
怀柔,20260601,23:00,24.2,北风,2,0,44,
