地点,日期,小时,温度(℃),风向,风力(级),降水量(mm),相对湿度(%),空气质量指数
怀柔,20260523,00:00,16,西南风,1,0,96,
怀柔,20260523,01:00,16.1,西南风,2,0,93,
怀柔,20260523,02:00,16.1,西风,1,0,93,
怀柔,20260523,03:00,16.3,北风,1,0,96,
怀柔,20260523,04:00,16.5,东北风,1,0,96,
怀柔,20260523,05:00,16.3,东风,1,0,97,
怀柔,20260523,06:00,16.4,东风,1,0,98,
怀柔,20260523,07:00,17,东风,1,0,94,
怀柔,20260523,08:00,18.7,东风,1,0,82,
怀柔,20260523,09:00,19.9,东风,1,0,77,
怀柔,20260523,10:00,21.6,东风,2,0,68,
怀柔,20260523,11:00,17.4,西风,1,2.9,98,
怀柔,20260523,12:00,17.4,西南风,1,2.8,98,
怀柔,20260523,13:00,17.2,西南风,1,3.2,98,
怀柔,20260523,14:00,17.1,东风,2,2.1,98,
怀柔,20260523,15:00,17.5,东北风,1,0.4,97,
怀柔,20260523,16:00,19.2,东北风,1,0,86,
怀柔,20260523,17:00,20.4,西南风,1,0,74,
怀柔,20260523,18:00,20.2,东南风,1,0,74,
怀柔,20260523,19:00,19.2,西南风,1,0,78,
怀柔,20260523,20:00,18.2,北风,1,0,91,
怀柔,20260523,21:00,17.7,东南风,2,0,90,
怀柔,20260523,22:00,17.6,东南风,2,0,91,
怀柔,20260523,23:00,16.7,西风,1,0,93,
