地点,日期,小时,温度(℃),风向,风力(级),降水量(mm),相对湿度(%),空气质量指数
怀柔,20260624,00:00,19.7,东风,1,0,90,
怀柔,20260624,01:00,19.7,东北风,1,0,91,
怀柔,20260624,02:00,19.6,东南风,1,0,92,
怀柔,20260624,03:00,19.2,,0,0,94,
怀柔,20260624,04:00,19.4,,0,0,95,
怀柔,20260624,05:00,19.4,西北风,1,0,94,
怀柔,20260624,06:00,19.7,,0,0,91,
怀柔,20260624,07:00,20.7,北风,1,0,88,
怀柔,20260624,08:00,22.5,东北风,1,0,76,
怀柔,20260624,09:00,23.9,东南风,1,0,69,
怀柔,20260624,10:00,25.9,东南风,2,0,65,
怀柔,20260624,11:00,23.3,西南风,2,0,67,
怀柔,20260624,12:00,24.4,西风,2,0,52,
怀柔,20260624,13:00,24.7,西南风,2,0,58,
怀柔,20260624,14:00,24.9,西南风,2,0.1,54,
怀柔,20260624,15:00,26.1,西南风,2,0,57,
怀柔,20260624,16:00,26.7,西风,2,0,55,
怀柔,20260624,17:00,27,西北风,2,0,54,
怀柔,20260624,18:00,26.4,西风,1,0,55,
怀柔,20260624,19:00,25.4,东北风,1,0,67,
怀柔,20260624,20:00,24,北风,1,0,72,
怀柔,20260624,21:00,22.2,西风,1,0,80,
怀柔,20260624,22:00,21.1,西风,1,0,85,
怀柔,20260624,23:00,20.5,北风,1,0,85,
