地点,日期,小时,温度(℃),风向,风力(级),降水量(mm),相对湿度(%),空气质量指数
怀柔,20260518,00:00,17.7,东南风,1,2.2,100,
怀柔,20260518,01:00,17.3,南风,1,3.2,99,
怀柔,20260518,02:00,17,西北风,2,0.3,99,
怀柔,20260518,03:00,16.8,西南风,1,0,98,
怀柔,20260518,04:00,18,北风,1,0,77,
怀柔,20260518,05:00,18.5,东北风,2,0,67,
怀柔,20260518,06:00,18.5,东风,1,0,69,
怀柔,20260518,07:00,17.5,,0,0,85,
怀柔,20260518,08:00,19,东南风,1,0,80,
怀柔,20260518,09:00,21.5,北风,2,0,57,
怀柔,20260518,10:00,23.8,东风,2,0,53,
怀柔,20260518,11:00,18.3,东南风,1,0.3,99,
怀柔,20260518,12:00,18.5,东南风,2,0,94,
怀柔,20260518,13:00,19.2,东南风,1,0,90,
怀柔,20260518,14:00,18.8,西风,1,0.1,92,
怀柔,20260518,15:00,18.5,,0,4.7,96,
怀柔,20260518,16:00,18.4,西南风,1,2.5,97,
怀柔,20260518,17:00,18.1,西风,1,7.5,98,
怀柔,20260518,18:00,18,,0,4.1,99,
怀柔,20260518,19:00,18,东北风,1,1.8,99,
怀柔,20260518,20:00,18,东北风,1,1,99,
怀柔,20260518,21:00,17.9,西风,1,0.3,99,
怀柔,20260518,22:00,17.8,,0,0.5,99,
怀柔,20260518,23:00,17.7,南风,1,1.2,99,
